cat,longitude,latitude,species,hemisphere,grid,grid_long,grid_lat,region,region_close,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
79,-145.4833,63.0333,Carex_macloviana,NH,14226,-145.25,63.25,2,2,-79.75,119.694444444444,25,12543.25,170.333333333333,-297.805555555556,468.138888888889,82.6388888888889,-151.25,82.6388888888889,-233.555555555556,251.472222222222,61.9722222222222,4.94444444444444,88.0833333333333,156.5,22.3333333333333,156.5,27.3888888888889
80,-145.68,63.17278,Carex_macloviana,NH,14225,-145.75,63.25,2,2,-63.3055555555556,119.333333333333,24.8888888888889,12741.4166666667,183.833333333333,-287.166666666667,471,99.5833333333333,-133.194444444444,99.5833333333333,-221.888888888889,251.111111111111,60.8888888888889,4.19444444444444,87.9166666666667,155.527777777778,19.2777777777778,155.527777777778,26.2777777777778
81,-148.05528,63.29417,Carex_macloviana,NH,14220,-148.25,63.25,2,2,-54.1388888888889,104.166666666667,25,10976.3611111111,162.888888888889,-242.694444444444,405.583333333333,89.3333333333333,-83.7777777777778,89.3333333333333,-187.166666666667,368.722222222222,73.5277777777778,10.6666666666667,64.4722222222222,189.277777777778,42.75,189.277777777778,54.25
82,14.48592,63.36729,Carex_macloviana,NH,14409,14.25,63.25,4,4,29.2222222222222,73.3611111111111,24,7749.05555555556,184.916666666667,-112.972222222222,297.888888888889,122.444444444444,-30.6944444444444,131,-69.0833333333333,579.277777777778,83.4444444444444,27.75,34.9722222222222,215.861111111111,88.8055555555556,213.333333333333,106.583333333333
83,-41.91667,63.46667,Carex_macloviana,NH,14386,-41.75,63.25,2,2,-9.41666666666667,64.6944444444444,29.4444444444444,5442.66666666667,111.25,-104.833333333333,216.083333333333,-60,47.6944444444444,63.5833333333333,-71.4722222222222,1270.75,129.222222222222,77.0277777777778,16.0833333333333,369.888888888889,244.388888888889,254.027777777778,340.444444444444
84,-148.87,63.59,Carex_macloviana,NH,13643,-148.75,63.75,2,2,-49.6944444444444,108.027777777778,25.5555555555556,11263.3333333333,173.916666666667,-241.916666666667,415.833333333333,97.6111111111111,-109.666666666667,97.6111111111111,-186.138888888889,372.388888888889,77.2777777777778,9.63888888888889,68.5833333333333,197.972222222222,38.8611111111111,197.972222222222,51.8888888888889
85,-148.9578799,63.80231427,Carex_macloviana,NH,13643,-148.75,63.75,2,2,-49.6944444444444,108.027777777778,25.5555555555556,11263.3333333333,173.916666666667,-241.916666666667,415.833333333333,97.6111111111111,-109.666666666667,97.6111111111111,-186.138888888889,372.388888888889,77.2777777777778,9.63888888888889,68.5833333333333,197.972222222222,38.8611111111111,197.972222222222,51.8888888888889
86,-145.75,64,Carex_macloviana,NH,13649,-145.75,63.75,2,2,-46.6944444444444,113.333333333333,23.7222222222222,12989.5833333333,197.805555555556,-270.944444444444,468.75,118.666666666667,-117.416666666667,118.666666666667,-208.861111111111,280.277777777778,63.5555555555556,5.63888888888889,82.6944444444444,166.388888888889,21.3611111111111,166.388888888889,28.5277777777778
87,-139.4375,64.0542,Carex_macloviana,NH,13085,-139.25,64.25,2,2,-68.8333333333333,111.916666666667,20.3333333333333,14973.5555555556,203.444444444444,-334.027777777778,537.472222222222,116.805555555556,-154.416666666667,116.805555555556,-264.166666666667,311.944444444444,53.4166666666667,10.6944444444444,51.1944444444444,140.722222222222,35.1944444444444,140.722222222222,48.9444444444444
88,-19.217,64.055,Carex_macloviana,NH,13263,-19.25,64.25,4,4,18.8611111111111,50.4444444444444,31.75,3898.86111111111,107.416666666667,-49.5555555555556,156.972222222222,-5.80555555555556,58.5555555555556,73.3055555555556,-22.9444444444444,1371.63888888889,146.583333333333,89.0277777777778,14.8333333333333,396.555555555556,274.277777777778,302.944444444444,376.333333333333
89,-19.328,64.304,Carex_macloviana,NH,13263,-19.25,64.25,4,4,18.8611111111111,50.4444444444444,31.75,3898.86111111111,107.416666666667,-49.5555555555556,156.972222222222,-5.80555555555556,58.5555555555556,73.3055555555556,-22.9444444444444,1371.63888888889,146.583333333333,89.0277777777778,14.8333333333333,396.555555555556,274.277777777778,302.944444444444,376.333333333333
90,-19.121,64.407,Carex_macloviana,NH,13263,-19.25,64.25,4,4,18.8611111111111,50.4444444444444,31.75,3898.86111111111,107.416666666667,-49.5555555555556,156.972222222222,-5.80555555555556,58.5555555555556,73.3055555555556,-22.9444444444444,1371.63888888889,146.583333333333,89.0277777777778,14.8333333333333,396.555555555556,274.277777777778,302.944444444444,376.333333333333
91,18.67545,64.59842,Carex_macloviana,NH,12711,18.75,64.75,4,4,6.02777777777778,92.5833333333333,24.0277777777778,9569.91666666667,196.472222222222,-178,374.472222222222,130.5,-61.25,130.944444444444,-117.388888888889,566.055555555556,77.3333333333333,29.75,30.5277777777778,204,93.3333333333333,203.972222222222,112.555555555556
92,-19.746,64.604,Carex_macloviana,NH,12682,-19.75,64.75,4,4,4.19444444444444,52.5833333333333,31.1666666666667,4124.58333333333,97.9722222222222,-67.7222222222222,165.694444444444,-21.3611111111111,46.3888888888889,61.8611111111111,-40.1111111111111,1228.5,129.333333333333,76.9722222222222,15.8333333333333,357.361111111111,238.222222222222,264.416666666667,342.5
93,-18.679,64.633,Carex_macloviana,NH,12684,-18.75,64.75,4,4,-10.25,56.25,31.9444444444444,4249.58333333333,88.5277777777778,-84.5,173.027777777778,-36.6944444444444,33.5555555555556,49.5277777777778,-55.6111111111111,1356.77777777778,140.861111111111,86.9444444444444,14.5555555555556,387.416666666667,271.638888888889,302.527777777778,373.888888888889
94,18.4235,64.69756,Carex_macloviana,NH,12710,18.25,64.75,4,4,3.52777777777778,93.8333333333333,24.4444444444444,9536.91666666667,194.388888888889,-181.472222222222,375.861111111111,127.833333333333,-62.25,127.833333333333,-119.583333333333,571.444444444444,83.1944444444444,29.4444444444444,32.4166666666667,212.805555555556,94.1388888888889,212.805555555556,111.972222222222
95,-19.714,64.792,Carex_macloviana,NH,12682,-19.75,64.75,4,4,4.19444444444444,52.5833333333333,31.1666666666667,4124.58333333333,97.9722222222222,-67.7222222222222,165.694444444444,-21.3611111111111,46.3888888888889,61.8611111111111,-40.1111111111111,1228.5,129.333333333333,76.9722222222222,15.8333333333333,357.361111111111,238.222222222222,264.416666666667,342.5
96,-16.022,64.842,Carex_macloviana,NH,12689,-16.25,64.75,4,4,-9.52777777777778,56.4444444444444,33.75,3932.72222222222,83.7222222222222,-80.8055555555556,164.527777777778,-31.7222222222222,28.8611111111111,45.1666666666667,-51.7222222222222,1456.66666666667,158.777777777778,90.1944444444444,17.5833333333333,427.888888888889,278.777777777778,310.5,413.861111111111
97,-18.535,65.096,Carex_macloviana,NH,12095,-18.75,65.25,4,4,-3.08333333333333,59.3333333333333,32.5,4378.86111111111,98.6666666666667,-80.8611111111111,179.527777777778,-30.1666666666667,41.4722222222222,58.3055555555556,-50.2222222222222,1080.05555555556,114.805555555556,64.1666666666667,16.9444444444444,316.416666666667,205.916666666667,235.666666666667,301.027777777778
98,-19.645,65.184,Carex_macloviana,NH,12093,-19.75,65.25,4,4,11.1388888888889,55.4444444444444,31.8055555555556,4250.33333333333,107.472222222222,-64.1388888888889,171.611111111111,-14.75,54.8611111111111,70.3611111111111,-34.8333333333333,999.722222222222,108.222222222222,58.8888888888889,18,296.5,185.916666666667,211.777777777778,280.388888888889
99,18.7274,65.23673,Carex_macloviana,NH,12122,18.75,65.25,4,4,-2.5,92.8611111111111,24,9677.5,189.805555555556,-188.611111111111,378.416666666667,123.777777777778,-69.6944444444444,123.777777777778,-127.222222222222,561.222222222222,82.0833333333333,28.5,34.3055555555556,213.277777777778,89.6666666666667,213.277777777778,107.611111111111
100,-53.5,65.25,Carex_macloviana,NH,12053,-53.25,65.25,,2,-27.5,64.5,24,7121,111,-155,266,60.5,-117,64,-117,482,59.5,27.5,29,170.5,86,149.5,86
101,-15.516,65.261,Carex_macloviana,NH,12101,-15.75,65.25,4,4,2.5,56.4722222222222,34.1388888888889,3870.55555555556,93.5,-68.9722222222222,162.472222222222,-18.3888888888889,39.7222222222222,55.7222222222222,-39.4722222222222,1245.13888888889,140.861111111111,71.9166666666667,20.1111111111111,376.722222222222,227.138888888889,258.361111111111,351.888888888889
102,-15.293,65.295,Carex_macloviana,NH,12102,-15.25,65.25,4,4,3.33333333333333,55.3611111111111,34.1666666666667,3811.75,92.25,-67.1388888888889,159.388888888889,-16.6666666666667,25.4722222222222,55.3888888888889,-38.2777777777778,1297.11111111111,148.027777777778,76.0833333333333,20.1944444444444,390.75,237.75,268.611111111111,366.111111111111
103,-15.118,65.318,Carex_macloviana,NH,12102,-15.25,65.25,4,4,3.33333333333333,55.3611111111111,34.1666666666667,3811.75,92.25,-67.1388888888889,159.388888888889,-16.6666666666667,25.4722222222222,55.3888888888889,-38.2777777777778,1297.11111111111,148.027777777778,76.0833333333333,20.1944444444444,390.75,237.75,268.611111111111,366.111111111111
104,-19.005,65.358,Carex_macloviana,NH,12094,-19.25,65.25,4,4,8.72222222222222,57.3055555555556,32.1666666666667,4297.52777777778,107.25,-67.6944444444444,174.944444444444,-17.75,53.1388888888889,68.8888888888889,-37.75,1011.86111111111,109.333333333333,59.4166666666667,17.8333333333333,299.527777777778,189.833333333333,217.5,282.666666666667
105,-20.203,65.359,Carex_macloviana,NH,12092,-20.25,65.25,4,4,11.7777777777778,53.9722222222222,31.0833333333333,4248.58333333333,107.027777777778,-63.0277777777778,170.055555555556,-13.8888888888889,55.3888888888889,70.75,-34.3888888888889,987.5,107,57.9444444444444,18.1666666666667,293.638888888889,182.5,206.222222222222,278.138888888889
106,-17.792,65.403,Carex_macloviana,NH,12097,-17.75,65.25,4,4,-5,60.9444444444444,33.25,4343.77777777778,97.5555555555556,-83.0833333333333,180.638888888889,-31.6944444444444,26.75,56.0555555555556,-51.7777777777778,1107,118.944444444444,64.7222222222222,17.5277777777778,326.666666666667,210.083333333333,241.888888888889,309.638888888889
107,-122.91667,65.46667,Carex_macloviana,NH,11942,-122.75,65.25,2,2,-69.3333333333333,89.0555555555556,17,15187,194.194444444444,-317.444444444444,511.638888888889,121.583333333333,-194.305555555556,122.111111111111,-262.833333333333,279.75,44.1388888888889,10.7777777777778,47.8055555555556,117.666666666667,34.9166666666667,117.638888888889,39.4166666666667
108,-18.659,65.476,Carex_macloviana,NH,12095,-18.75,65.25,4,4,-3.08333333333333,59.3333333333333,32.5,4378.86111111111,98.6666666666667,-80.8611111111111,179.527777777778,-30.1666666666667,41.4722222222222,58.3055555555556,-50.2222222222222,1080.05555555556,114.805555555556,64.1666666666667,16.9444444444444,316.416666666667,205.916666666667,235.666666666667,301.027777777778
109,-17.587,65.482,Carex_macloviana,NH,12097,-17.75,65.25,4,4,-5,60.9444444444444,33.25,4343.77777777778,97.5555555555556,-83.0833333333333,180.638888888889,-31.6944444444444,26.75,56.0555555555556,-51.7777777777778,1107,118.944444444444,64.7222222222222,17.5277777777778,326.666666666667,210.083333333333,241.888888888889,309.638888888889
110,-17.029,65.561,Carex_macloviana,NH,11499,-17.25,65.75,4,4,18.4444444444444,62.2777777777778,35.1944444444444,4136.72222222222,116.25,-59.0277777777778,175.277777777778,-5.16666666666667,32.0555555555556,75.75,-26.75,819.111111111111,93.2777777777778,40.3055555555556,22.8333333333333,254.472222222222,139.138888888889,170.333333333333,232.222222222222
111,-18.11,65.575,Carex_macloviana,NH,11497,-18.25,65.75,4,4,12.1944444444444,63.5833333333333,33.7777777777778,4461.13888888889,116.611111111111,-69.1111111111111,185.722222222222,-15.1666666666667,34.7777777777778,74.5,-36.3611111111111,777.277777777778,86.5,39.8055555555556,22.3333333333333,238.555555555556,133.527777777778,163.333333333333,220.777777777778
112,-17.771,65.58,Carex_macloviana,NH,11498,-17.75,65.75,4,4,9.44444444444444,63.6111111111111,34.3888888888889,4333.97222222222,111.944444444444,-70.4444444444444,182.388888888889,-16.3333333333333,29.5833333333333,70.0833333333333,-37.6388888888889,822.027777777778,91.1944444444444,41.8611111111111,21.8055555555556,251.805555555556,141.861111111111,172.722222222222,233.638888888889
113,-38.4,65.65,Carex_macloviana,NH,11478,-38.25,65.75,2,2,-25.2962962962963,68,28.8888888888889,5755.25925925926,100.444444444444,-130.703703703704,231.148148148148,-78.962962962963,33.8888888888889,51.5925925925926,-90.962962962963,946.851851851852,98.2222222222222,49.3333333333333,21.0740740740741,286.185185185185,165.666666666667,170.111111111111,278.888888888889
114,19.25906,65.6829,Carex_macloviana,NH,11522,19.25,65.75,4,4,-7.05555555555556,92,23.8333333333333,9868.25,186.944444444444,-195.138888888889,382.083333333333,122,-75.6111111111111,122,-134.138888888889,539.305555555556,79.25,26.8333333333333,36.7222222222222,209.166666666667,83,209.166666666667,100.138888888889
115,-17.203,65.717,Carex_macloviana,NH,11499,-17.25,65.75,4,4,18.4444444444444,62.2777777777778,35.1944444444444,4136.72222222222,116.25,-59.0277777777778,175.277777777778,-5.16666666666667,32.0555555555556,75.75,-26.75,819.111111111111,93.2777777777778,40.3055555555556,22.8333333333333,254.472222222222,139.138888888889,170.333333333333,232.222222222222
116,16.75152,65.72102,Carex_macloviana,NH,11517,16.75,65.75,4,4,-3.94444444444444,80.8611111111111,24.8611111111111,8290.86111111111,163.416666666667,-158.861111111111,322.277777777778,93.7777777777778,-63.5555555555556,104.861111111111,-109.583333333333,660.805555555556,95.1666666666667,32.9166666666667,30.3333333333333,234.388888888889,110.694444444444,231.75,140.694444444444
117,-16.628,65.769,Carex_macloviana,NH,11500,-16.75,65.75,4,4,10.1111111111111,60.75,35.0833333333333,4043.97222222222,105.805555555556,-65.3611111111111,171.166666666667,-12.0555555555556,30.0833333333333,66.0833333333333,-33.6388888888889,929.111111111111,104.75,47.2222222222222,21.9722222222222,286.638888888889,161.666666666667,193.416666666667,260.25
118,16.9464,65.7987,Carex_macloviana,NH,11517,16.75,65.75,4,4,-3.94444444444444,80.8611111111111,24.8611111111111,8290.86111111111,163.416666666667,-158.861111111111,322.277777777778,93.7777777777778,-63.5555555555556,104.861111111111,-109.583333333333,660.805555555556,95.1666666666667,32.9166666666667,30.3333333333333,234.388888888889,110.694444444444,231.75,140.694444444444
119,-17.559,65.817,Carex_macloviana,NH,11498,-17.75,65.75,4,4,9.44444444444444,63.6111111111111,34.3888888888889,4333.97222222222,111.944444444444,-70.4444444444444,182.388888888889,-16.3333333333333,29.5833333333333,70.0833333333333,-37.6388888888889,822.027777777778,91.1944444444444,41.8611111111111,21.8055555555556,251.805555555556,141.861111111111,172.722222222222,233.638888888889
120,-18.644,65.861,Carex_macloviana,NH,11496,-18.75,65.75,4,4,-6.41666666666667,61.6944444444444,33.1944444444444,4423.13888888889,97.0277777777778,-85.8611111111111,182.888888888889,-32.6666666666667,34.9444444444444,55.4166666666667,-53.7777777777778,932.638888888889,98.8055555555556,51.6388888888889,19,275.75,169.444444444444,199.111111111111,263.166666666667
121,-18.38,65.868,Carex_macloviana,NH,11497,-18.25,65.75,4,4,12.1944444444444,63.5833333333333,33.7777777777778,4461.13888888889,116.611111111111,-69.1111111111111,185.722222222222,-15.1666666666667,34.7777777777778,74.5,-36.3611111111111,777.277777777778,86.5,39.8055555555556,22.3333333333333,238.555555555556,133.527777777778,163.333333333333,220.777777777778
122,-37.15,65.93333,Carex_macloviana,NH,11480,-37.25,65.75,,2,-22.5151515151515,67.2121212121212,29.6060606060606,5499.75757575758,97.7878787878788,-125.636363636364,223.424242424242,-73.4242424242424,32.9090909090909,50.4242424242424,-85.7272727272727,952.272727272727,99.3636363636364,48.5454545454545,21.2121212121212,286.212121212121,165.484848484848,171.30303030303,282.939393939394
123,-18.183,65.944,Carex_macloviana,NH,11497,-18.25,65.75,4,4,12.1944444444444,63.5833333333333,33.7777777777778,4461.13888888889,116.611111111111,-69.1111111111111,185.722222222222,-15.1666666666667,34.7777777777778,74.5,-36.3611111111111,777.277777777778,86.5,39.8055555555556,22.3333333333333,238.555555555556,133.527777777778,163.333333333333,220.777777777778
124,-18.941,65.954,Carex_macloviana,NH,11496,-18.75,65.75,4,4,-6.41666666666667,61.6944444444444,33.1944444444444,4423.13888888889,97.0277777777778,-85.8611111111111,182.888888888889,-32.6666666666667,34.9444444444444,55.4166666666667,-53.7777777777778,932.638888888889,98.8055555555556,51.6388888888889,19,275.75,169.444444444444,199.111111111111,263.166666666667
